,Count,Count,Count,Count,Count,Count,Count,Count,Count
Document,Britain and the world,Business Environment,Foreword from the Prime Minister,Grand Challenges,Ideas,Infrastructure,Introduction,People,Places
Word,,,,,,,,,
affected technological,0,0,0,0,0,0,0,1,0
affecting uk,0,0,0,0,0,0,1,0,0
affects people,0,0,0,0,0,0,0,0,1
affordability need,0,0,0,0,1,0,0,0,0
affordable energy,0,0,0,0,0,3,0,0,0
affordable housing,0,0,0,0,0,0,0,0,1
affordable need,0,0,0,0,1,0,0,0,0
affordable places,0,0,0,1,1,0,0,0,0
affordable safe,0,1,0,0,0,0,0,0,0
affordably sustainably,0,0,0,0,0,1,0,0,0
africa australia,0,0,0,0,2,0,0,0,0
age although,0,0,0,0,0,0,0,1,0
age basic,0,0,0,0,0,0,0,1,0
age crucial,0,0,0,0,0,0,0,1,0
age disabled,0,0,0,0,0,0,0,1,0
age education,0,0,0,0,0,0,0,0,1
age increased,0,0,0,1,0,0,0,0,0
age involving,0,0,0,0,0,0,0,1,0
age new,0,0,0,1,0,0,0,0,0
age non,0,0,0,0,0,0,0,1,0
age related,0,0,0,2,1,0,0,0,0
age uk,0,0,0,1,0,0,0,0,0
age work,0,0,0,0,0,0,0,1,0
age working,0,0,0,0,1,1,0,0,0
aged around,0,0,0,0,0,0,0,1,0
aged fatal,0,0,0,0,1,0,0,0,0
aged including,0,0,0,0,0,0,0,1,0
aged lhs,0,0,0,1,0,0,0,0,0
aged pilot,0,0,0,0,0,0,0,1,0
aged study,0,0,0,0,0,0,0,1,0
aged time,0,0,0,0,0,0,0,1,0
aged uk,0,0,0,1,0,0,0,0,0
aged years,0,0,0,0,0,0,0,1,0
ageing across,0,0,0,1,0,0,0,0,0
ageing allow,0,0,0,0,1,0,0,0,0
ageing also,0,0,0,1,0,0,0,0,0
ageing challenge,0,0,0,2,0,0,0,0,0
ageing data,0,0,0,0,1,0,0,0,0
ageing growing,0,0,0,0,0,0,0,1,0
ageing population,0,0,0,1,0,0,0,0,0
ageing populations,0,0,0,2,0,0,0,0,0
ageing programme,0,0,0,1,0,0,0,0,0
ageing society,0,0,1,5,3,1,2,0,0
ageing workforce,0,0,0,3,0,0,0,0,0
agencies building,0,0,0,0,0,1,0,0,0
agencies close,0,0,0,0,1,0,0,0,0
agencies devolved,0,0,0,0,2,0,0,0,0
agencies example,0,0,0,0,0,1,0,0,0
agencies scottish,0,1,0,0,0,0,0,0,0
agency cooperation,0,0,0,0,0,0,0,0,1
agency darpa,0,0,0,1,0,0,0,0,0
agency help,0,0,0,0,0,1,0,0,0
agency studying,0,0,0,0,1,0,0,0,0
agents cope,0,1,0,0,0,0,0,0,0
agents supported,0,1,0,0,0,0,0,0,0
ages areas,0,0,0,0,0,0,0,1,0
ages explore,0,0,0,0,0,0,0,1,0
ages navigate,0,0,0,0,0,0,0,1,0
ages overseas,0,0,0,1,0,0,0,0,0
ages strategy,0,0,0,0,0,0,0,1,0
agglomeration bringing,0,0,0,0,0,0,0,0,1
aggregate data,0,0,0,0,1,0,0,0,0
aggregate uk,0,1,0,0,0,0,0,0,0
agile approach,0,0,0,0,1,0,0,0,0
agile dependable,0,1,0,0,0,0,0,0,0
agile economy,1,0,0,0,0,0,0,0,0
agile enough,0,1,0,0,0,0,0,0,0
agile innovative,0,1,0,0,0,0,0,0,0
agility patience,1,0,0,0,0,0,0,0,0
ago bold,0,0,1,0,0,0,0,0,0
ago industrial,0,0,1,0,0,0,0,0,0
agp strategic,0,1,0,0,0,0,0,0,0
agree comprehensive,0,0,0,0,0,0,1,0,0
agree first,0,0,0,0,0,0,0,0,1
agree implement,0,0,0,0,0,0,0,0,1
agree implementation,0,0,0,0,0,0,1,0,0
agree local,0,0,0,0,0,0,1,0,0
agree long,0,0,0,0,2,0,0,0,0
agree principle,0,0,0,0,0,1,0,0,0
agree sector,0,1,0,0,0,0,0,0,0
agreed across,0,0,0,0,0,0,0,0,1
agreed ambitious,0,0,0,0,0,0,0,0,1
agreed cardiff,0,0,0,0,0,0,0,0,1
agreed deals,0,1,0,0,0,0,0,0,0
agreed government,0,0,0,0,0,0,0,0,1
agreed minded,0,0,0,0,0,0,0,0,1
agreed november,0,0,0,0,0,0,0,0,1
agreed principle,0,0,0,0,0,1,0,0,0
agreed scotland,0,0,0,0,0,0,1,0,0
agreed sector,0,2,0,0,0,0,0,0,0
agreed seven,0,0,0,1,0,1,0,0,0
agreed transformative,0,1,0,0,0,0,0,0,0
agreeing benefits,0,0,0,0,0,0,0,0,1
agreeing deal,0,1,0,0,0,0,0,0,0
agreeing priorities,0,1,0,0,0,0,0,0,0
agreeing sector,0,0,0,0,0,0,1,0,0
agreement coming,0,1,0,0,0,0,0,0,0
agreement commits,0,0,0,1,0,0,0,0,0
agreement eu,0,0,0,0,1,0,0,0,0
agreement government,0,1,0,0,0,0,0,0,0
agreement uk,0,0,0,0,2,0,0,0,0
agreements free,0,0,0,0,0,0,1,0,0
agreements tools,0,0,0,0,0,0,1,0,0
agri science,0,0,0,0,1,0,0,0,0
agri tech,0,0,0,0,3,0,0,0,2
agricultural heartland,0,0,0,0,0,0,0,0,1
agricultural innovation,0,0,0,0,0,0,0,0,1
agricultural manufacturing,0,1,0,0,0,0,0,0,0
agricultural policy,0,0,0,1,0,0,0,0,0
agricultural productivity,0,1,0,0,0,0,0,0,0
agricultural technology,0,0,0,1,0,0,0,0,1
agriculture actions,0,0,0,1,0,0,0,0,0
agriculture coming,0,0,0,1,0,0,0,0,0
agriculture continue,0,0,0,0,0,1,0,0,0
agriculture effect,0,0,0,1,0,0,0,0,0
agriculture food,0,2,0,0,0,0,0,0,0
agriculture green,0,0,0,1,0,0,0,0,0
agriculture helping,0,0,0,1,0,0,0,0,0
agriculture industrial,0,0,0,0,0,1,0,0,0
agriculture manufacturing,0,0,0,0,1,0,0,0,0
agriculture produces,0,0,0,1,0,0,0,0,0
agriculture rising,0,0,0,1,0,0,0,0,0
agriculture sector,0,0,0,0,1,0,0,0,0
agsrow part,0,0,0,0,0,1,0,0,0
ahead announcing,0,1,0,0,0,0,0,0,0
ahead essential,0,0,0,0,0,0,1,0,0
ahead government,0,0,0,0,0,0,1,0,0
ahead industrial,0,0,0,0,0,0,1,0,0
ahead sector,0,1,0,0,0,0,0,0,0
ahead supported,0,0,0,0,0,0,0,1,0
ahead take,1,0,0,0,0,0,0,0,0
ahead uk,0,0,0,0,0,0,1,0,0
ahead want,0,0,0,1,0,0,0,1,0
ahead yet,0,1,0,0,0,0,0,0,0
ai across,0,0,0,2,0,0,0,0,0
ai add,0,0,0,2,0,0,0,0,0
ai adoption,0,0,0,0,0,1,0,0,0
ai advanced,0,0,0,3,0,0,0,0,0
ai allows,0,0,0,1,0,0,0,0,0
ai applications,0,1,0,0,0,0,0,0,0
ai building,0,0,0,1,0,0,0,0,0
ai companies,0,1,0,0,0,0,0,0,0
ai company,0,1,0,0,0,0,0,0,0
ai council,0,1,0,3,0,0,0,0,0
ai create,0,1,0,0,0,0,0,0,0
ai created,0,0,0,1,0,0,0,0,0
ai customer,0,1,0,0,0,0,0,0,0
ai data,0,1,0,10,1,1,1,0,0
ai deepmind,0,1,0,0,0,0,0,0,0
ai establishing,0,0,0,0,0,1,0,0,0
ai explored,0,0,0,1,0,0,0,0,0
ai extraordinary,0,1,0,0,0,0,0,0,0
ai include,0,0,0,1,0,0,0,0,0
ai industry,0,0,0,1,0,0,0,0,0
ai innovation,0,2,0,0,0,0,0,0,0
ai innovative,0,0,0,1,0,0,0,0,0
ai lay,0,0,0,0,0,1,0,0,0
ai learns,0,1,0,0,0,0,0,0,0
ai machine,0,0,0,1,0,0,0,0,0
ai partnership,0,0,0,1,0,0,0,0,0
ai previous,0,0,0,1,0,0,0,0,0
ai provide,0,1,0,0,0,0,0,0,0
ai related,0,1,0,2,0,0,0,0,0
ai sector,0,3,0,0,0,0,0,0,0
ai specialist,0,0,0,1,0,0,0,0,0
ai supporting,0,0,0,1,0,0,0,0,0
ai technologies,0,2,0,1,0,0,0,0,0
ai transform,0,0,0,1,0,0,0,0,0
ai work,0,0,0,1,0,0,0,0,0
ai workforce,0,1,0,1,0,0,0,0,0
aid considerations,0,0,0,0,0,1,0,0,0
aid development,0,1,0,0,0,0,0,0,0
aids hosting,0,0,0,0,0,0,1,0,0
aim accelerate,0,0,0,0,1,1,0,0,0
aim adults,0,0,0,0,0,0,0,1,0
aim consultation,0,0,1,0,0,0,0,0,0
aim deal,0,1,0,0,0,0,0,0,0
aim develop,0,1,0,0,0,0,0,0,0
aim ensuring,0,0,0,0,0,0,0,0,1
aim everyone,0,0,0,0,0,0,0,1,0
aim finding,0,1,0,0,0,0,0,0,0
aim identify,0,1,0,0,0,0,0,0,1
aim implement,0,0,0,0,0,1,0,0,0
aim locate,0,1,0,0,0,0,0,0,0
aim make,0,0,0,0,0,0,1,0,0
aim maximise,0,0,0,1,0,0,0,0,0
aim ofs,0,0,0,0,0,0,0,1,0
aim put,0,0,0,0,0,0,1,0,0
aim resilience,0,0,0,0,0,1,0,0,0
aim retain,0,0,0,0,0,0,0,1,0
aim transform,0,0,0,0,0,1,0,0,0
aim transformed,1,0,0,0,0,0,0,0,0
aimed supporting,0,0,0,0,0,0,0,1,0
aiming expand,0,0,0,1,0,0,0,0,0
aims become,0,0,0,0,0,0,0,2,1
aims design,0,0,0,1,0,0,0,0,0
aims help,0,1,1,0,0,0,0,0,0
aims improve,0,1,0,0,0,0,0,0,0
aims make,0,1,0,0,0,0,0,0,0
aims regenerate,0,0,0,0,0,1,0,0,0
aims reinvigorate,0,0,0,0,0,1,0,0,0
aims save,0,0,0,0,0,1,0,0,0
air businesses,0,0,0,1,0,0,0,0,0
air determined,0,0,0,0,0,1,0,0,0
air fund,0,0,0,0,0,1,0,0,0
air pollution,0,0,0,0,0,1,0,0,0
air quality,0,0,0,0,0,2,0,0,0
air since,0,0,0,0,0,1,0,0,0
air water,0,0,0,0,0,1,0,0,0
airbus rolls,0,1,0,0,0,0,0,0,0
airline company,0,1,0,0,0,0,0,0,0
airport capacity,0,0,0,0,0,2,0,0,0
airport four,0,0,0,0,0,1,0,0,0
airport invested,0,0,0,0,0,1,0,0,0
airport inviting,0,0,0,0,0,1,0,0,0
airport train,0,0,0,0,0,0,0,0,1
airport transporting,0,0,0,0,0,1,0,0,0
airports knowledge,0,0,0,0,1,0,0,0,0
airports progressively,0,0,0,0,0,1,0,0,0
alan turing,0,0,0,1,0,0,0,0,0
alert new,0,1,0,0,0,0,0,0,0
algorithms applied,0,0,0,1,0,0,0,0,0
align fundamentally,0,0,0,0,0,0,1,0,0
align industrial,0,1,0,0,0,0,0,0,0
align needs,0,0,0,0,1,0,0,0,0
align policies,0,1,0,1,0,0,0,0,0
align programmes,0,1,0,0,0,0,0,0,0
align properly,0,1,0,0,0,0,0,0,0
align regional,0,0,0,0,0,0,0,0,1
align small,0,0,0,0,0,1,0,0,0
align vision,0,0,0,0,0,0,2,0,0
aligned grand,0,0,0,0,1,0,0,0,0
aligned national,0,0,0,0,0,0,0,0,2
aligning support,0,1,0,0,0,0,0,0,0
aligns domestic,0,0,0,0,0,0,0,0,1
alleviation scheme,0,0,0,0,0,1,0,0,0
alliance cybersecurity,0,0,0,0,1,0,0,0,0
alliance expected,0,1,0,0,0,0,0,0,0
allied health,0,0,0,0,0,0,0,1,0
allies expanding,0,0,0,0,0,0,1,0,0
allocated challenge,0,0,0,0,0,1,0,0,0
allocated competition,0,0,0,0,0,1,0,0,0
allocated competitively,0,0,0,0,0,1,0,0,0
allocated per,0,0,0,0,0,0,0,0,1
allocated pilots,0,0,0,0,0,1,0,0,0
allocated six,0,0,0,0,0,1,0,0,0
allocated via,0,0,0,0,0,0,0,0,1
allocating grant,0,0,0,0,1,0,0,0,0
allocation fund,0,0,0,0,0,0,0,0,1
allocation transforming,0,0,0,0,0,0,0,0,1
allocations date,0,0,0,0,0,1,0,0,0
allocations made,0,0,0,0,0,1,0,0,0
allow business,0,0,0,0,0,0,1,0,0
allow businesses,0,0,0,0,0,1,1,0,0
allow central,0,0,0,1,0,0,0,0,0
allow cma,0,1,0,0,0,0,0,0,0
allow continue,0,0,0,0,1,0,0,0,0
allow industry,0,0,0,0,1,0,0,0,0
allow invest,1,0,0,0,0,0,0,0,0
allow levy,0,0,0,0,0,0,0,1,0
allow local,0,0,0,0,0,1,0,0,0
allow national,0,0,0,0,0,0,0,0,1
allow progress,0,0,0,1,0,0,0,0,0
allow support,0,0,0,0,1,0,0,0,0
allow uk,0,0,0,0,1,0,0,0,0
allow us,0,0,0,0,1,0,0,1,0
allowing coordinate,0,0,0,0,0,0,1,0,0
allowing drastically,0,1,0,0,0,0,0,0,0
allowing frequent,0,0,0,0,0,1,0,0,0
allowing people,0,0,0,1,0,0,0,0,0
allowing personalised,0,0,0,0,1,0,0,0,0
allowing structure,0,0,0,0,1,0,0,0,0
allows computers,0,0,0,1,0,0,0,0,0
allows people,0,0,0,0,0,0,0,1,0
allows us,0,0,0,0,0,2,0,0,0
allows users,0,0,0,0,1,0,0,0,0
allows wide,0,1,0,0,0,0,0,0,0
almost entries,0,0,0,0,0,0,0,1,0
almost people,0,0,0,1,0,0,0,0,0
almost per,0,0,0,0,2,0,0,1,0
almost sectors,0,1,0,0,0,0,0,0,0
almost years,0,0,0,0,0,1,0,0,0
alone investment,0,0,0,0,1,0,0,0,0
alone modern,0,0,0,0,0,0,1,0,0
alone possible,0,0,0,0,1,0,0,0,0
alone vision,0,0,0,0,1,0,0,0,0
along trans,0,0,0,0,0,1,0,0,0
along transport,0,0,0,0,0,1,0,0,0
alongside ada,0,0,0,0,0,0,0,1,0
alongside commitments,0,1,0,0,0,0,0,0,0
alongside comprehensive,0,0,0,0,0,0,0,1,0
alongside cost,0,0,0,0,0,1,0,0,0
alongside four,0,0,0,0,0,0,0,1,0
alongside funding,0,0,0,0,0,1,0,0,0
alongside future,0,0,0,0,0,0,0,0,1
alongside genomics,0,1,0,0,0,0,0,0,0
alongside hm,0,0,0,0,0,0,0,0,1
alongside industrial,0,0,0,0,1,0,0,0,0
alongside local,0,0,0,0,0,0,0,0,1
alongside many,0,0,0,0,0,0,1,0,0
alongside ministers,0,0,0,1,0,0,0,0,0
alongside plg,0,1,0,0,0,0,0,0,0
alongside premises,0,1,0,0,0,0,0,0,0
alongside private,0,1,0,0,0,0,0,0,0
alongside research,0,0,0,0,1,0,0,0,0
alongside responsibility,0,1,0,0,0,0,0,0,0
alongside sector,0,1,0,0,0,0,0,0,0
alongside transforms,0,0,0,0,0,0,0,1,0
alongside welsh,0,0,0,0,0,0,0,0,1
alphago defeats,0,0,0,0,1,0,0,0,0
already achieved,0,1,0,0,0,0,0,1,0
already across,0,1,0,0,0,0,0,0,0
already agreed,0,0,0,0,0,0,0,0,2
already announced,0,0,0,0,0,0,0,1,0
already appointed,0,0,0,1,0,0,0,0,0
already attracting,0,0,0,0,0,0,0,0,1
already conditions,0,0,0,0,0,1,0,0,0
already contribute,0,1,0,0,0,0,0,0,0
already creating,0,0,0,2,0,0,0,0,0
already driving,0,0,0,0,0,1,0,0,0
already encouraged,0,0,0,0,0,0,0,0,1
already happened,0,0,0,0,0,1,0,0,0
already improved,0,0,0,0,0,1,0,0,0
already invested,0,0,0,1,0,0,0,0,0
already investing,0,0,0,0,0,1,0,0,0
already launched,0,0,0,0,0,0,0,1,0
already led,0,1,0,0,0,0,0,0,0
already legislating,0,0,0,0,0,1,0,0,0
already looking,0,0,0,1,0,0,0,0,0
already made,0,1,0,0,0,0,0,0,0
already one,0,0,0,1,0,0,0,0,0
already part,0,0,0,0,0,0,0,1,0
already provide,0,0,0,0,0,1,0,0,0
already providing,0,0,0,0,0,0,0,1,0
already recognised,0,0,0,0,1,0,0,0,0
already shaping,0,0,0,0,0,1,0,0,0
already showing,0,1,0,0,0,0,0,0,0
already starting,0,0,0,1,0,0,0,0,0
already strengthened,0,0,0,0,1,0,0,0,0
already supporting,0,1,0,0,0,0,0,0,0
already taken,0,0,0,0,0,0,0,1,0
already taking,0,0,0,0,0,1,1,2,0
already ukef,0,1,0,0,0,0,0,0,0
already well,0,1,0,0,0,0,0,0,0
already work,0,0,0,0,0,0,0,1,0
already worked,0,0,0,0,1,0,0,0,0
already world,0,0,0,1,0,0,0,0,0
also actively,0,0,0,0,0,1,0,0,0
also address,0,0,1,0,0,0,0,0,0
also aim,0,0,0,0,0,1,0,0,0
also alert,0,1,0,0,0,0,0,0,0
also aligning,0,1,0,0,0,0,0,0,0
also allocating,0,0,0,0,1,0,0,0,0
also apply,0,1,0,0,0,0,0,0,0
also best,0,0,0,0,1,0,0,0,0
also building,0,0,0,0,0,0,0,0,1
also built,0,0,0,0,0,0,0,1,0
also changing,0,0,0,0,1,0,0,0,0
also collaborate,0,0,0,1,0,0,0,0,0
also contains,0,0,0,0,0,0,1,0,0
also continue,0,0,0,1,0,0,0,1,1
also continuing,0,0,0,0,1,0,0,0,1
also country,0,0,0,0,0,0,1,0,0
also creating,0,1,0,0,0,0,0,0,0
also deliver,0,0,0,0,0,0,0,0,1
also depend,0,1,0,0,0,0,0,0,0
also develop,0,0,0,1,0,0,0,0,0
also developed,0,1,0,0,0,0,0,0,0
also developing,0,0,0,1,0,0,0,0,0
also direct,0,0,0,1,0,0,0,0,0
also discuss,0,0,0,0,0,0,0,0,1
also embrace,1,0,0,1,0,0,0,0,0
also encourage,0,0,0,2,0,0,0,0,0
also establish,0,0,0,0,1,0,0,0,0
also established,0,1,0,0,0,0,0,0,0
also evidence,0,1,0,0,0,0,0,0,0
also exists,0,0,0,0,0,0,0,0,1
also expect,0,1,0,0,0,0,0,0,0
also explore,0,1,0,0,0,0,0,0,0
also exposing,0,0,0,0,1,0,0,0,0
also find,0,1,0,0,0,0,0,0,0
also focused,0,0,0,0,0,0,0,1,0
also found,0,0,0,0,1,0,0,0,0
also heard,0,0,0,0,0,1,0,0,0
also help,0,0,0,0,0,0,0,2,0
also helping,0,0,0,0,1,0,0,0,0
also highly,0,0,0,0,0,0,0,1,0
also host,0,0,0,0,0,0,0,1,0
also identified,0,0,0,0,0,0,1,1,0
also improve,0,0,0,1,0,0,0,0,0
also improving,0,0,0,0,2,0,0,0,0
also increase,0,0,0,0,1,0,0,0,0
also introduce,0,0,0,0,0,0,0,0,1
also invest,0,2,0,0,0,0,0,2,0
also investing,0,0,0,1,0,0,0,1,0
also know,0,0,0,0,0,0,1,1,0
also launch,0,0,0,1,0,1,0,0,0
also launched,0,0,0,0,0,1,0,0,0
also long,0,0,0,0,0,0,1,0,0
also make,0,1,0,0,0,0,0,0,0
also making,0,1,0,0,0,1,0,0,0
also moral,1,0,0,0,0,0,0,0,0
also need,1,0,0,2,0,0,0,2,1
also offer,0,0,0,0,0,0,0,1,0
also one,1,0,0,0,0,0,0,0,0
also plan,0,0,0,2,0,0,0,0,0
also plans,0,1,0,0,0,0,0,0,0
also policy,0,0,0,0,0,0,0,0,1
also powers,0,0,0,0,0,0,0,1,0
also presents,0,0,0,1,0,0,0,0,0
also promote,0,0,0,1,0,1,0,1,0
also provide,0,0,0,0,0,1,0,0,0
also publish,0,0,0,0,0,1,0,1,0
also recently,0,0,0,0,0,0,1,0,0
also recognise,0,0,1,0,0,0,0,1,1
also reduce,0,1,0,0,0,1,0,0,0
also refers,0,0,0,0,0,0,1,0,0
also reforming,0,0,0,0,0,0,0,1,0
also research,0,0,0,0,0,0,0,0,1
also responsibility,0,0,0,0,0,1,0,0,0
also seeks,0,0,0,0,0,0,0,0,1
also set,0,1,0,0,0,0,0,0,0
also sets,0,0,0,0,0,0,0,1,0
also significant,0,0,0,0,0,0,0,1,0
also smart,0,0,0,0,0,0,1,0,0
also socially,0,0,0,1,0,0,0,0,0
also stands,0,0,0,0,0,0,1,0,0
also strategy,0,0,0,0,0,0,1,0,0
also strengthen,0,0,0,1,0,0,0,0,0
also strengthening,0,0,0,1,0,0,0,0,0
also suggests,0,0,0,0,1,0,0,0,0
also support,0,3,0,1,0,0,0,0,0
also take,0,1,0,0,1,0,0,0,0
also taking,0,0,0,0,0,1,0,0,0
also transforming,0,0,0,1,0,0,0,0,0
also typically,0,0,0,0,1,0,0,0,0
also update,0,0,0,0,0,0,0,1,0
also use,0,0,0,0,1,0,0,0,1
also want,0,0,0,1,1,0,0,0,0
also widens,0,0,0,0,0,0,0,1,0
also work,0,2,0,1,0,0,0,0,0
also worked,0,0,0,0,0,0,0,0,1
also working,0,0,0,0,0,0,0,1,1
also world,0,0,0,0,1,0,0,0,0
alter perceptions,0,0,0,0,0,0,0,1,0
alternative mechanism,0,0,0,0,0,1,0,0,0
alternatives move,0,0,0,1,0,0,0,0,0
alternatives uk,0,0,0,2,0,0,0,0,0
although black,0,0,0,0,0,0,0,1,0
although per,0,0,0,0,0,0,0,1,0
always consistent,0,0,0,0,0,0,1,0,0
always depended,0,0,0,1,0,0,0,0,0
always feed,0,0,0,0,1,0,0,0,0
always major,0,0,0,0,0,0,1,0,0
always meeting,0,0,0,0,0,0,0,1,0
always met,0,1,0,0,0,0,0,0,0
ambassador crest,0,0,0,0,0,0,0,1,0
ambition deal,0,1,0,0,0,0,0,0,0
ambition demands,0,2,0,0,0,0,0,0,0
ambition good,0,1,0,0,0,0,0,1,0
ambition high,0,0,1,0,0,0,0,0,0
ambition hoping,0,0,0,0,0,0,0,1,0
ambition increase,0,1,0,0,0,0,0,0,0
ambition industrial,1,0,0,0,0,0,0,0,0
ambition ingenuity,0,0,0,0,0,0,0,0,1
ambition innovation,0,1,0,0,0,0,0,0,0
ambition make,0,2,0,0,0,0,0,0,0
ambition must,0,0,0,0,0,0,0,1,0
ambition one,0,0,0,0,0,0,0,0,1
ambition provide,0,0,0,0,0,1,0,0,0
ambition see,0,0,0,0,0,0,0,1,0
ambition ten,0,0,0,0,0,2,0,0,0
ambition three,0,0,0,0,0,0,0,0,2
ambition work,0,0,0,0,0,0,0,1,0
ambitions creative,0,1,0,0,0,0,0,0,0
ambitions economy,0,0,0,0,0,0,1,0,0
ambitions industrial,0,0,0,0,0,1,0,0,0
ambitions life,0,0,0,0,0,0,0,1,0
ambitions set,0,1,0,0,0,0,0,0,0
ambitions zero,0,0,0,0,0,1,0,0,0
ambitious achievable,0,1,0,0,0,0,0,0,0
ambitious achieve,0,0,0,0,0,0,1,0,0
ambitious businesses,0,1,0,0,0,0,0,0,0
ambitious city,0,0,0,0,0,0,1,0,0
ambitious deals,0,0,0,0,0,0,0,0,1
ambitious demand,0,0,0,0,0,1,0,0,0
ambitious difficult,0,0,0,1,0,0,0,0,0
ambitious enough,0,0,1,0,0,0,0,0,0
ambitious environmental,0,0,0,0,0,1,0,0,0
ambitious g,0,0,0,0,0,1,0,0,0
ambitious goals,0,0,0,0,0,0,0,1,0
ambitious graduate,0,0,0,0,1,0,0,0,0
ambitious high,0,1,0,0,0,0,0,0,0
ambitious housing,0,0,0,0,0,0,0,0,1
ambitious industry,0,1,0,0,0,0,0,0,0
ambitious innovative,0,0,0,0,0,0,0,0,1
ambitious investments,0,0,0,0,0,0,1,0,0
ambitious large,0,0,0,0,0,0,0,0,1
ambitious levels,0,0,0,0,0,0,0,0,1
ambitious medium,0,1,0,0,0,0,0,0,0
ambitious missions,0,0,0,0,0,0,3,0,0
ambitious national,0,0,0,0,0,0,0,1,0
ambitious new,0,0,0,0,1,0,0,0,0
ambitious plans,0,0,0,0,0,0,0,0,2
ambitious programme,0,0,0,0,0,0,0,0,1
ambitious proposal,0,0,0,0,0,0,0,0,1
ambitious proposals,0,2,0,1,0,0,0,0,0
ambitious rate,0,0,0,0,0,0,0,0,1
ambitious require,0,0,0,0,1,0,0,0,0
ambitious set,0,0,0,0,0,0,0,0,1
ambitious shared,0,1,0,0,0,0,0,0,0
ambitious thinking,0,0,0,0,0,0,1,0,0
ambitious uk,0,0,0,0,0,0,1,0,0
amid larger,0,1,0,0,0,0,0,0,0
among admired,0,0,0,0,0,0,1,0,0
among advanced,0,0,0,0,0,0,0,1,0
among best,0,0,1,0,0,0,0,0,0
among biggest,0,0,0,0,0,0,0,0,1
among british,0,1,0,0,0,0,0,0,0
among first,0,0,0,1,0,0,0,1,0
among g,0,1,0,0,0,0,0,0,0
among government,0,0,0,0,0,1,0,0,0
among homeowners,0,0,0,1,0,1,0,0,0
among initiatives,0,1,0,0,0,0,0,0,0
among major,0,2,0,0,0,0,0,0,0
among nations,0,0,0,0,0,0,0,1,0
among population,0,0,0,0,0,1,0,0,0
among reasons,0,0,0,0,0,0,0,1,0
among represented,0,0,0,0,0,0,0,1,0
among year,0,0,0,0,0,0,0,2,0
among young,0,0,0,0,0,0,0,0,1
amongst major,0,1,0,0,0,0,0,0,0
amongst oecd,0,1,0,0,0,0,0,0,0
amongst women,0,0,0,1,0,0,0,0,0
amount energy,0,0,0,1,0,0,0,0,0
amount invested,0,0,0,0,0,1,0,0,0
amount water,0,0,0,1,0,0,0,0,0
amount years,0,0,0,0,0,0,0,1,0
amounted per,0,1,0,0,0,0,0,0,0
amplify uk,0,0,0,0,0,1,0,0,0
amrc core,0,0,0,0,0,0,0,0,1
amrc located,0,0,0,0,0,0,0,0,1
anaerobic digestion,0,0,0,0,0,1,0,0,0
analyse economic,0,0,0,0,0,0,1,0,0
analyse generate,0,0,0,0,1,0,0,0,0
analysed technology,0,0,0,1,0,0,0,0,0
analysis company,0,0,0,0,0,1,0,0,0
analysis comparative,0,1,0,0,0,0,0,0,0
analysis current,0,0,0,0,0,0,0,1,0
analysis data,0,0,0,0,0,0,0,1,0
analysis demonstrate,0,1,0,0,0,0,0,0,0
analysis favour,0,0,0,0,0,1,0,0,0
analysis feeds,0,0,0,0,0,0,0,1,0
analysis help,0,1,0,0,0,0,0,0,0
analysis ons,0,0,0,0,0,0,1,0,0
analysis partnership,0,0,0,0,0,0,0,2,0
analysis planning,0,0,0,0,0,0,0,1,0
analysis remain,0,0,0,0,0,1,0,0,0
analysis responses,0,0,0,0,0,0,1,0,0
analysis structured,0,0,0,0,0,0,0,1,0
analytic technologies,0,0,0,4,0,0,0,0,0
analytically rigorous,0,1,0,0,0,0,0,0,0
analytics additive,0,1,0,0,0,0,0,0,0
analytics become,0,0,0,0,2,0,0,0,0
analytics change,0,0,0,1,0,0,0,0,0
analytics secure,0,0,0,0,1,0,0,0,0
analytics technologies,0,0,0,1,0,0,0,0,0
analytics used,0,0,0,1,0,0,0,0,0
analytics world,0,0,0,0,0,1,0,0,0
anchor high,0,2,0,0,0,0,0,0,0
anchor uk,0,2,0,0,0,0,0,0,0
anchoring production,0,0,0,0,1,0,0,0,0
anchors key,0,1,0,0,0,0,0,0,0
andrew haldane,0,1,0,0,0,0,0,0,0
andrew wolstenholme,0,1,0,0,0,0,0,0,0
anglia agri,0,0,0,0,1,0,0,0,0
anglia norfolk,0,0,0,0,0,0,0,0,1
announce policies,0,1,0,0,0,0,0,0,0
announced additional,0,0,0,0,0,1,0,0,0
announced autumn,0,0,0,0,0,0,0,0,1
announced begin,0,0,0,0,0,0,0,0,1
announced bn,0,0,0,0,1,0,0,0,0
announced budget,0,1,0,0,0,0,0,0,0
announced business,0,1,0,0,0,0,0,0,0
announced coming,0,1,0,0,0,1,0,0,0
announced comprehensive,0,0,0,0,0,1,0,0,0
announced deepening,0,0,0,0,0,0,0,0,2
announced due,0,0,0,0,0,0,0,1,0
announced embed,0,0,0,0,0,1,0,0,0
announced funding,0,1,0,0,0,0,0,1,0
announced government,0,0,0,0,0,0,0,1,0
announced housing,0,0,0,0,0,0,0,0,1
announced increase,0,0,0,0,1,0,0,0,0
announced launch,0,0,0,0,0,0,0,1,0
announced new,0,0,0,0,0,1,0,1,0
announced package,0,0,0,1,0,0,0,0,0
announced plug,0,0,0,0,0,1,0,0,0
